40
50
50
150
60
50
60
150
60
50
120
80
90
80
180
70
50
90
60
300
40
60
60
50
60
90
60
40
40
40
150
150
120
40
40
60
60
50
40
80
30
40
70
40
50
30
80
50
60
40
40
40
150
40
40
80
50
60
40
90
80
180
80
60
120
110
50
80
60
60
60
40
50
40
60
60
40
120
40
40
20
50
40
50
30
30
30
30
40
40
50
60
180
60
30
90
60
60
40
50
40
30
40
120
50
50
60
90
360
180
140
130
80
90
240
120
100
80
80
60
60
155
40
70
50
60
70
120
40
50
150
30
30
30
30
30
30
20
40
40
40
30
20
40
30
30
40
30
30
20
40
30
30
30
30
30
40
